MSOA code,low,mid,high
E02002513,90000 ,119995 ,148950 
E02002514,117500 ,154000 ,163500 
E02006811,151000 ,170000 ,178250 
E02005706,98000 ,120000 ,157500 
E02005707,178500 ,211000 ,239375 
E02005708,149000 ,220000 ,265000 
E02005702,160000 ,268750 ,320500 
E02005703,122500 ,173000 ,212000 
E02005704,130000 ,162000 ,250000 
E02005705,175000 ,200000 ,225000 
E02005720,81125 ,116250 ,169463 
E02005734,55000 ,79000 ,108500 
E02005735,52000 ,69000 ,82000 
E02005721,98500 ,131000 ,193000 
E02005737,84000 ,104950 ,168225 
E02005736,73975 ,100000 ,122500 
E02005738,76250 ,102250 ,133750 
E02005722,166500 ,193000 ,265000 
E02005723,121500 ,135000 ,168025 
E02005739,84975 ,111000 ,127500 
E02005724,189500 ,220000 ,250000 
E02005727,132500 ,167500 ,200000 
E02005740,82000 ,95000 ,114500 
E02005741,95000 ,135500 ,168250 
E02005709,66250 ,81500 ,96875 
E02005710,80000 ,95500 ,137500 
E02005711,78238 ,89500 ,125500 
E02005712,102500 ,125000 ,139975 
E02005713,113500 ,133000 ,165000 
E02005714,169500 ,182500 ,206375 
E02005716,124000 ,135250 ,165238 
E02005715,91000 ,110000 ,140750 
E02005717,129950 ,173000 ,199950 
E02005718,118375 ,151750 ,178500 
E02005719,100000 ,127500 ,145000 
E02005725,235000 ,310000 ,444250 
E02005726,294950 ,375000 ,385000 
E02005730,154000 ,210000 ,232000 
E02005729,165250 ,228750 ,276250 
E02005728,91750 ,119000 ,221738 
E02005731,110000 ,132500 ,154625 
E02005732,183000 ,210500 ,282550 
E02005733,174250 ,250000 ,316000 
E02002515,79000 ,90000 ,111750 
E02002516,90475 ,103000 ,124250 
E02002517,80000 ,93000 ,123000 
E02002518,127000 ,135000 ,156000 
E02002519,89375 ,128350 ,144063 
E02002520,105000 ,126500 ,157000 
E02002521,134625 ,162250 ,202500 
E02002523,50625 ,59250 ,71750 
E02002524,87500 ,112000 ,151996 
E02002525,87500 ,115000 ,154500 
E02002526,75000 ,120975 ,130000 
E02002527,48000 ,72500 ,90000 
E02002529,90375 ,124500 ,145988 
E02002530,67000 ,85500 ,143000 
E02002532,80000 ,102000 ,126000 
E02002533,100250 ,145000 ,177500 
E02002534,139000 ,148000 ,180000 
E02006812,88500 ,135500 ,160000 
E02006910,77000 ,107000 ,125000 
E02002535,125750 ,137500 ,179375 
E02002536,85000 ,101000 ,144125 
E02002537,70500 ,81750 ,95000 
E02002538,86000 ,107000 ,120000 
E02002539,127500 ,185000 ,252000 
E02002540,138625 ,152500 ,181250 
E02002541,79875 ,104000 ,126250 
E02002542,75000 ,95000 ,106500 
E02002543,63875 ,70000 ,120250 
E02002544,65700 ,89000 ,119000 
E02002545,106000 ,126000 ,145000 
E02002546,84238 ,130000 ,144000 
E02002547,125000 ,152000 ,185000 
E02002548,58000 ,79500 ,120750 
E02002549,124500 ,140500 ,160000 
E02002550,119563 ,149000 ,175563 
E02002551,51000 ,58000 ,75000 
E02002552,83750 ,105000 ,115000 
E02002553,96000 ,121500 ,140475 
E02002554,79000 ,108000 ,133000 
E02002555,136125 ,169000 ,190063 
E02002556,153000 ,185000 ,228750 
E02002557,137000 ,154000 ,180000 
E02002558,136750 ,174500 ,235624 
E02001682,119500 ,150000 ,175000 
E02001683,123750 ,142000 ,186000 
E02001684,94000 ,140000 ,161250 
E02001685,109950 ,117500 ,135000 
E02001686,108750 ,142000 ,181225 
E02001688,100625 ,130250 ,155000 
E02001689,82750 ,104000 ,131250 
E02001690,114500 ,156500 ,214225 
E02001691,104750 ,130000 ,147625 
E02001692,100750 ,108500 ,129000 
E02001693,95000 ,125000 ,128000 
E02001694,122238 ,140000 ,178425 
E02001695,113000 ,134975 ,168750 
E02001696,101250 ,123000 ,130000 
E02001697,178500 ,208450 ,228713 
E02001698,217250 ,228000 ,260000 
E02001699,121250 ,124000 ,153500 
E02001700,128750 ,147475 ,186250 
E02001701,192000 ,210000 ,250000 
E02001702,101500 ,124000 ,161500 
E02001703,129250 ,147500 ,169488 
E02001704,82500 ,99950 ,121000 
E02001705,110000 ,132475 ,173000 
E02001706,106250 ,129500 ,159750 
E02001707,89500 ,116000 ,150000 
E02006841,116238 ,154000 ,178500 
E02006842,114500 ,193000 ,264500 
E02001708,133750 ,151500 ,191750 
E02001709,208500 ,245000 ,292000 
E02001710,102500 ,140000 ,166250 
E02001711,88500 ,189750 ,237750 
E02001712,237000 ,291250 ,335500 
E02001713,185000 ,270000 ,304000 
E02001714,201500 ,226500 ,269000 
E02001715,108500 ,148750 ,217875 
E02001718,110000 ,125000 ,150000 
E02001719,148000 ,185000 ,219000 
E02001720,256250 ,350000 ,363500 
E02001721,98000 ,154000 ,176000 
E02001722,93500 ,124500 ,156250 
E02001723,120125 ,125000 ,140000 
E02001724,155500 ,269250 ,272500 
E02001725,149500 ,198250 ,214750 
E02001726,102500 ,124750 ,140750 
E02001727,131500 ,160000 ,180000 
E02001728,96500 ,126500 ,153250 
E02001729,114500 ,152500 ,206250 
E02001730,194500 ,212250 ,227150 
E02001731,160450 ,214175 ,241838 
E02001732,103738 ,126000 ,138750 
E02001733,92250 ,110000 ,163500 
E02001734,105000 ,145000 ,160000 
E02001735,82000 ,90000 ,92000 
E02001736,57500 ,83000 ,121500 
E02001737,72000 ,88500 ,92500 
E02006893,137000 ,172000 ,190875 
E02001738,247450 ,290000 ,320000 
E02001739,117500 ,143000 ,174000 
E02001740,220000 ,245000 ,269950 
E02001741,133875 ,160000 ,185000 
E02001742,201500 ,220000 ,249950 
E02001743,174191 ,218500 ,242450 
E02001744,117750 ,195500 ,209988 
E02001745,105000 ,137000 ,151500 
E02001746,184500 ,207000 ,245000 
E02001747,197250 ,232250 ,265613 
E02001748,105000 ,138000 ,167500 
E02001749,117750 ,176500 ,211750 
E02001750,197000 ,210000 ,240000 
E02001751,137500 ,156000 ,173000 
E02001752,117500 ,136750 ,189250 
E02001753,200000 ,270000 ,325000 
E02001754,210000 ,245500 ,280000 
E02001755,156500 ,192000 ,233500 
E02001756,130000 ,148000 ,165000 
E02001757,144425 ,165500 ,186500 
E02001758,88750 ,106475 ,151500 
E02001759,154750 ,195000 ,215000 
E02001760,114000 ,125000 ,150000 
E02001761,109950 ,129950 ,170000 
E02001762,118750 ,142500 ,162500 
E02001763,101750 ,117975 ,131250 
E02001764,105750 ,126000 ,230000 
E02001765,112000 ,148000 ,158000 
E02001766,90000 ,119000 ,150000 
E02001767,104500 ,123000 ,143500 
E02001768,120000 ,140000 ,155000 
E02001769,121000 ,125000 ,127250 
E02001770,126500 ,149500 ,163500 
E02001771,144950 ,164000 ,195000 
E02001772,135000 ,174500 ,192700 
E02001773,130000 ,150000 ,185500 
E02001774,95625 ,120000 ,152500 
E02001775,115000 ,133000 ,140000 
E02001776,89625 ,137750 ,161000 
E02001777,94950 ,125000 ,140000 
E02001778,89000 ,109000 ,113750 
E02001779,87500 ,113500 ,149000 
E02001780,98500 ,110000 ,126488 
E02001781,79000 ,101500 ,110625 
E02001782,88500 ,112475 ,134750 
E02001783,65000 ,75000 ,92500 
E02001784,110900 ,122000 ,137000 
E02001785,122738 ,135000 ,169125 
E02001786,85000 ,109950 ,118000 
E02001787,92000 ,129995 ,140000 
E02001788,138750 ,157000 ,203000 
E02001789,212500 ,232500 ,261500 
E02001790,139625 ,188000 ,236988 
E02001791,146475 ,165000 ,174225 
E02001792,145125 ,177975 ,234750 
E02001793,80000 ,88000 ,95000 
E02001794,71500 ,91000 ,130975 
E02001795,80500 ,126000 ,155000 
E02001796,108250 ,119950 ,176250 
E02001797,125000 ,143500 ,190000 
E02001798,74000 ,96000 ,132500 
E02001799,75000 ,97000 ,113000 
E02001800,101125 ,125975 ,137375 
E02001801,71000 ,85000 ,92500 
E02001802,68750 ,75000 ,113750 
E02001803,64875 ,97000 ,134000 
E02001804,89250 ,104500 ,125250 
E02001805,97000 ,128000 ,160750 
E02001806,56250 ,70000 ,79000 
E02001807,82500 ,135000 ,172000 
E02001808,90750 ,108000 ,133500 
E02001809,91000 ,121500 ,135500 
E02001810,110000 ,139995 ,172000 
E02001811,75688 ,98500 ,131000 
E02001812,151000 ,175000 ,226000 
E02001813,84250 ,96000 ,103625 
E02001814,95975 ,127500 ,148250 
E02001815,99500 ,110000 ,175500 
E02001816,88500 ,106250 ,127250 
E02001817,78475 ,85000 ,132500 
E02001818,100625 ,127000 ,162750 
E02001819,153900 ,176000 ,205000 
E02001820,106500 ,130000 ,160000 
E02001821,150000 ,155000 ,191526 
E02001822,70500 ,100000 ,147000 
E02001823,75000 ,88000 ,98000 
E02001824,108500 ,125000 ,143500 
E02001825,73000 ,95000 ,136500 
E02001826,61000 ,83000 ,133500 
E02002615,93500 ,150000 ,165245 
E02002616,130000 ,162000 ,185000 
E02002617,79625 ,90000 ,100000 
E02002618,98625 ,110000 ,116250 
E02002619,80000 ,84000 ,108000 
E02002620,80000 ,83000 ,96000 
E02002621,78088 ,82500 ,118375 
E02002622,66000 ,75250 ,99500 
E02002623,65750 ,79000 ,97475 
E02002624,135250 ,159975 ,182500 
E02002625,94500 ,122275 ,145334 
E02002626,70750 ,85000 ,128750 
E02002627,109975 ,132500 ,171000 
E02002628,73000 ,93000 ,125000 
E02002629,62500 ,87150 ,118125 
E02002630,91500 ,105000 ,118975 
E02002631,123125 ,137500 ,164375 
E02002632,176250 ,210000 ,263250 
E02002633,113500 ,125000 ,141875 
E02002634,116750 ,130000 ,151250 
E02002635,117950 ,135000 ,149000 
E02002636,95000 ,111000 ,125000 
E02002637,100000 ,122000 ,138000 
E02002638,86500 ,104250 ,141750 
E02002639,79500 ,88500 ,110000 
E02002640,65250 ,76250 ,89375 
E02002641,90000 ,116000 ,139625 
E02002642,63125 ,72000 ,87875 
E02002643,87500 ,102500 ,120250 
E02002644,103500 ,125000 ,153746 
E02002645,61500 ,76500 ,90000 
E02002646,95000 ,117500 ,158000 
E02002647,80500 ,93000 ,105000 
E02002648,85000 ,96000 ,118750 
E02002649,105000 ,122000 ,156000 
E02002650,99563 ,117625 ,135000 
E02002651,109500 ,125000 ,154000 
E02003853,209975 ,245000 ,337500 
E02003854,255000 ,304000 ,350000 
E02003855,305000 ,320000 ,342500 
E02003856,185750 ,258125 ,321250 
E02003857,225000 ,285613 ,386250 
E02003858,329000 ,440000 ,491875 
E02003859,298500 ,365000 ,568750 
E02003860,330500 ,378750 ,420000 
E02003861,245000 ,318000 ,375000 
E02003863,289038 ,377500 ,455500 
E02003862,320100 ,362500 ,463750 
E02003864,277125 ,395000 ,470000 
E02003865,238500 ,260000 ,307500 
E02003866,251875 ,279000 ,315000 
E02003867,198250 ,232475 ,254375 
E02003868,145000 ,178000 ,196000 
E02003869,174000 ,227000 ,253000 
E02003870,173000 ,199950 ,225000 
E02003871,153500 ,185000 ,237500 
E02003872,215000 ,252500 ,366250 
E02003873,161000 ,196000 ,209000 
E02003811,210000 ,247500 ,307500 
E02003812,243988 ,280000 ,306250 
E02003813,135000 ,155000 ,200000 
E02003814,134500 ,157000 ,176000 
E02003815,156000 ,170000 ,239000 
E02003816,141250 ,156000 ,205000 
E02003817,178625 ,210000 ,232750 
E02003818,178750 ,220000 ,263713 
E02003819,165000 ,185000 ,229125 
E02003820,165995 ,193000 ,225000 
E02003821,150000 ,165000 ,222475 
E02003822,166500 ,183000 ,260000 
E02003825,143000 ,151000 ,170500 
E02003826,106750 ,124000 ,133500 
E02003827,86625 ,110000 ,128750 
E02003828,121250 ,134500 ,180250 
E02003829,126600 ,138000 ,153500 
E02003830,98000 ,110000 ,145125 
E02003823,146750 ,163750 ,207250 
E02003831,162750 ,184500 ,229375 
E02003824,158713 ,187500 ,220625 
E02003832,89750 ,115500 ,151500 
E02003833,129375 ,145725 ,156875 
E02003834,111113 ,134500 ,156988 
E02003835,173750 ,197450 ,225000 
E02003836,159125 ,205000 ,225000 
E02003838,165000 ,180000 ,230000 
E02003837,185125 ,201250 ,228750 
E02003839,185000 ,205000 ,264000 
E02003840,245750 ,281500 ,420000 
E02003841,135000 ,197000 ,295000 
E02003874,179375 ,226000 ,296250 
E02003875,169975 ,200000 ,255000 
E02003842,218000 ,249400 ,290000 
E02003843,122500 ,132500 ,169375 
E02003844,175000 ,212000 ,235000 
E02003845,81125 ,95000 ,111125 
E02003846,100750 ,118000 ,125438 
E02003847,160500 ,175000 ,197500 
E02003848,108000 ,120000 ,157000 
E02003849,85000 ,110000 ,127000 
E02003876,127000 ,170000 ,183000 
E02003850,120000 ,158500 ,180000 
E02003851,165000 ,178000 ,210000 
E02003877,168000 ,185000 ,275000 
E02003852,155250 ,169750 ,193750 
E02003878,153750 ,210000 ,281250 
E02003879,124475 ,155000 ,171250 
E02003880,136250 ,148000 ,169213 
E02003881,119250 ,138750 ,156250 
E02003882,114750 ,140000 ,160000 
E02003794,144250 ,177000 ,228625 
E02003883,186500 ,220500 ,264250 
E02003884,164000 ,215000 ,250000 
E02003795,193250 ,208250 ,231250 
E02003885,182000 ,215000 ,253000 
E02003796,179250 ,217000 ,246000 
E02003797,225250 ,250000 ,275063 
E02003798,119625 ,125000 ,146500 
E02003800,227500 ,262500 ,303500 
E02003799,120000 ,148000 ,165000 
E02003801,205500 ,248000 ,271500 
E02003802,205750 ,247500 ,317500 
E02003803,165000 ,212000 ,270000 
E02003886,129625 ,150000 ,175000 
E02003804,205000 ,239319 ,275000 
E02003887,139250 ,151500 ,173750 
E02003888,115250 ,135250 ,143750 
E02003805,257875 ,285500 ,348250 
E02003889,121500 ,139380 ,153125 
E02003806,213750 ,230375 ,295500 
E02003890,102965 ,147500 ,180375 
E02003807,191250 ,246500 ,288750 
E02003808,161500 ,177500 ,224000 
E02003891,225000 ,312000 ,350000 
E02003809,267500 ,280000 ,331250 
E02003810,154000 ,199000 ,257125 
E02002574,148000 ,177500 ,195000 
E02002575,147000 ,175000 ,195000 
E02002576,105000 ,120000 ,148750 
E02002577,95000 ,121000 ,147500 
E02002578,116750 ,149750 ,179750 
E02002579,90750 ,110000 ,136250 
E02002580,80500 ,90000 ,108000 
E02002581,136000 ,158000 ,175000 
E02002582,162000 ,197500 ,237250 
E02002583,66238 ,71500 ,77625 
E02002584,110051 ,125000 ,140000 
E02002585,92375 ,125000 ,145250 
E02002586,77250 ,84000 ,97125 
E02002587,91500 ,100500 ,130125 
E02002588,79500 ,88255 ,110875 
E02002589,134250 ,152250 ,197250 
E02002590,191500 ,220875 ,273750 
E02002591,198500 ,221000 ,269000 
E02002592,122500 ,198500 ,240000 
E02002593,127500 ,166000 ,178000 
E02002594,121000 ,130000 ,200000 
E02002595,104500 ,115500 ,124875 
E02002596,135000 ,165000 ,200000 
E02002597,91500 ,121000 ,140000 
E02002598,168000 ,199950 ,224000 
E02002599,155000 ,188000 ,202000 
E02002600,115000 ,124000 ,147000 
E02002601,145000 ,172000 ,190750 
E02002602,93000 ,112000 ,124150 
E02002603,152500 ,179950 ,230000 
E02002604,165000 ,181000 ,195250 
E02002605,131250 ,160000 ,175000 
E02002606,115000 ,130000 ,143750 
E02002607,134750 ,151000 ,195000 
E02002608,151500 ,170000 ,186975 
E02002609,106400 ,125000 ,140500 
E02002610,249975 ,267500 ,306500 
E02002611,230000 ,245000 ,275000 
E02002612,220500 ,245000 ,290000 
E02002613,282500 ,307500 ,400250 
E02002614,350000 ,410000 ,440000 
E02003965,107250 ,140000 ,167500 
E02003966,120500 ,198000 ,233250 
E02003967,97500 ,130000 ,185250 
E02003968,92500 ,120000 ,152500 
E02003969,75500 ,82000 ,110500 
E02003970,148000 ,163000 ,211000 
E02003971,160250 ,200000 ,238750 
E02003972,87250 ,116250 ,166000 
E02003973,73625 ,85000 ,97375 
E02003974,92000 ,120000 ,167000 
E02003975,103875 ,140750 ,198125 
E02003976,236250 ,310000 ,387500 
E02003977,108000 ,162500 ,189950 
E02003978,99950 ,120000 ,155750 
E02003979,171500 ,192000 ,245000 
E02003980,73125 ,98650 ,122000 
E02003981,114750 ,132000 ,164975 
E02003982,149963 ,175000 ,203738 
E02003983,92600 ,105000 ,131000 
E02003984,49750 ,71000 ,85250 
E02003985,97500 ,117500 ,130000 
E02003986,89500 ,116500 ,163500 
E02003987,115000 ,137000 ,160000 
E02003988,115000 ,183000 ,210000 
E02003989,130500 ,150000 ,182500 
E02003990,141500 ,165000 ,192500 
E02003991,140000 ,155000 ,168000 
E02003992,95000 ,123000 ,143125 
E02003993,171875 ,210250 ,255750 
E02003994,88500 ,110000 ,148000 
E02003995,111500 ,122750 ,135000 
E02003996,91000 ,111250 ,126250 
E02003997,78500 ,88500 ,128563 
E02003998,83875 ,100000 ,127500 
E02003999,138125 ,165500 ,184375 
E02004000,81625 ,93000 ,138000 
E02004001,89000 ,130000 ,165000 
E02004002,107250 ,127500 ,155500 
E02004003,75000 ,105000 ,160000 
E02004004,75438 ,88250 ,116125 
E02004005,82000 ,120000 ,192500 
E02004006,140625 ,188750 ,252500 
E02004007,80000 ,118000 ,177500 
E02004008,166250 ,190000 ,257000 
E02004009,175000 ,212000 ,240000 
E02004010,135000 ,157000 ,195000 
E02004011,162250 ,199500 ,245375 
E02004012,192500 ,250000 ,370005 
E02004013,150000 ,175100 ,205000 
E02004014,150000 ,175000 ,220000 
E02004015,310000 ,400000 ,450000 
E02004016,222500 ,255000 ,376250 
E02004017,173500 ,185000 ,235000 
E02004018,154500 ,185000 ,239000 
E02004019,185000 ,228500 ,287450 
E02004020,185000 ,217600 ,243000 
E02004021,200000 ,298000 ,375000 
E02004022,175000 ,230000 ,308750 
E02004023,216250 ,252500 ,281875 
E02004024,215000 ,245000 ,278500 
E02004025,157500 ,210000 ,268750 
E02004026,152000 ,172500 ,200000 
E02004027,187500 ,280000 ,340000 
E02004028,172500 ,187000 ,232500 
E02000984,176250 ,205000 ,234500 
E02000985,153500 ,212500 ,272500 
E02000986,152125 ,172500 ,195000 
E02000987,112875 ,134000 ,166250 
E02000988,101375 ,154000 ,181875 
E02000989,153000 ,166000 ,215000 
E02000990,123875 ,140750 ,181500 
E02000991,109000 ,131000 ,166125 
E02000992,139000 ,159950 ,182500 
E02000993,82000 ,100000 ,122500 
E02000994,74875 ,102000 ,112875 
E02000995,127000 ,162500 ,211250 
E02000996,89618 ,107500 ,115750 
E02000997,125125 ,152500 ,220125 
E02000998,80000 ,93000 ,118250 
E02000999,85000 ,95000 ,107500 
E02001000,85750 ,107500 ,132500 
E02001001,110000 ,130500 ,202000 
E02001002,97750 ,127500 ,174750 
E02001003,165000 ,210000 ,240000 
E02001004,85000 ,110000 ,130000 
E02001005,86000 ,110000 ,135000 
E02001006,84750 ,90000 ,115500 
E02001007,125000 ,145000 ,168000 
E02001008,76500 ,89000 ,99500 
E02001009,100000 ,117500 ,138000 
E02001010,85000 ,100500 ,122500 
E02001011,150000 ,176000 ,211250 
E02001012,100000 ,120000 ,137500 
E02001013,148750 ,196000 ,239125 
E02001014,110000 ,130000 ,158000 
E02001015,100996 ,123500 ,133750 
E02001016,85000 ,100000 ,125000 
E02001017,110000 ,128500 ,154125 
E02001018,121188 ,144725 ,161875 
E02001019,135000 ,169975 ,199996 
E02001020,204625 ,240000 ,311375 
E02001021,160000 ,180000 ,192500 
E02001022,125000 ,172000 ,186000 
E02001023,145000 ,170000 ,227250 
E02001024,157004 ,170000 ,198963 
E02001025,96000 ,123000 ,140000 
E02001026,78000 ,99950 ,115000 
E02001027,118750 ,132750 ,154996 
E02001028,165750 ,194500 ,254500 
E02001029,120000 ,135000 ,160000 
E02001030,154975 ,175000 ,224000 
E02001031,134500 ,173000 ,197125 
E02001032,102500 ,135500 ,162750 
E02001033,90000 ,113500 ,131250 
E02001034,90000 ,110000 ,145000 
E02001035,176250 ,208000 ,249375 
E02001036,135125 ,156250 ,166250 
E02001037,175000 ,192500 ,232500 
E02001038,159000 ,170000 ,188250 
E02001039,126000 ,158000 ,186250 
E02001040,187750 ,211000 ,230000 
E02001041,170000 ,201000 ,225750 
E02001042,207500 ,240000 ,287500 
E02001043,192500 ,232500 ,268525 
E02001044,190000 ,220000 ,242500 
E02001045,103750 ,120500 ,131750 
E02001046,100500 ,127000 ,145500 
E02001047,118000 ,135000 ,155000 
E02001048,130000 ,169750 ,215000 
E02001049,107650 ,135000 ,165000 
E02001050,85000 ,111250 ,124500 
E02001051,99250 ,120000 ,134750 
E02001052,108625 ,137500 ,157000 
E02001053,72000 ,95000 ,115000 
E02001055,100000 ,125000 ,145000 
E02001056,112000 ,118000 ,120000 
E02001057,164500 ,186000 ,209000 
E02001059,84125 ,116000 ,147750 
E02001061,97250 ,112750 ,118375 
E02001062,147250 ,156500 ,165750 
E02001063,175000 ,178750 ,185000 
E02001064,115000 ,126000 ,158000 
E02001065,106250 ,124500 ,143500 
E02001066,154250 ,177500 ,203625 
E02001067,114000 ,121000 ,133000 
E02001068,125500 ,131000 ,148250 
E02001069,139000 ,160000 ,168750 
E02001070,125000 ,180000 ,212000 
E02001071,112250 ,142500 ,160000 
E02001072,244750 ,265000 ,316250 
E02001073,315000 ,355000 ,410528 
E02001074,161250 ,189950 ,194975 
E02001075,151500 ,175288 ,200625 
E02001076,182500 ,237000 ,257625 
E02001077,299250 ,335000 ,370000 
E02001078,183025 ,215000 ,244975 
E02001079,183000 ,225000 ,237125 
E02001080,187250 ,226000 ,277000 
E02001081,269750 ,385500 ,405000 
E02001082,229000 ,292475 ,421250 
E02001083,330000 ,350000 ,375000 
E02001084,202500 ,240000 ,285000 
E02001085,177000 ,190000 ,200000 
E02001086,221000 ,238125 ,337500 
E02001087,300000 ,362475 ,406250 
E02001088,169125 ,190500 ,241863 
E02001089,260000 ,287000 ,329000 
E02001090,215625 ,232506 ,249984 
E02001091,172500 ,200000 ,252500 
E02001092,140000 ,163000 ,193750 
E02001093,145000 ,167500 ,200000 
E02001094,122000 ,149000 ,157500 
E02001095,130000 ,137000 ,151000 
E02001096,140250 ,155500 ,211875 
E02001097,129000 ,143000 ,158125 
E02006902,212500 ,230000 ,272500 
E02006912,#N/A,#N/A,#N/A
E02006913,91500 ,100000 ,115000 
E02006914,#N/A,#N/A,#N/A
E02006915,115000 ,125000 ,130250 
E02006916,#N/A,#N/A,#N/A
E02006917,#N/A,#N/A,#N/A
E02001098,106000 ,138000 ,176500 
E02001099,112875 ,129000 ,156250 
E02001100,110000 ,140000 ,176500 
E02001101,128000 ,150000 ,183500 
E02001102,113500 ,149000 ,160000 
E02001103,199000 ,260000 ,298000 
E02001104,129000 ,157500 ,185000 
E02001105,125750 ,153475 ,188875 
E02001106,110000 ,125000 ,150000 
E02001107,122250 ,155500 ,199999 
E02001108,83500 ,91000 ,111000 
E02001109,77500 ,98000 ,147750 
E02001110,177488 ,217500 ,264500 
E02001111,59500 ,67750 ,110000 
E02001112,153488 ,176000 ,212250 
E02001113,91500 ,102000 ,130500 
E02001114,96500 ,126250 ,175338 
E02001115,139000 ,150000 ,170000 
E02001116,80000 ,102000 ,130250 
E02001117,208750 ,244000 ,283250 
E02001118,168125 ,239500 ,304375 
E02001119,74500 ,85000 ,97500 
E02001121,75000 ,98000 ,120000 
E02001123,96208 ,123000 ,175000 
E02001124,92500 ,120000 ,126475 
E02001125,119250 ,129500 ,161250 
E02001126,84838 ,90500 ,100000 
E02001127,108250 ,147500 ,158113 
E02001128,107750 ,125500 ,148000 
E02001129,91500 ,107000 ,128475 
E02001130,145000 ,225000 ,258000 
E02001131,123750 ,154525 ,164950 
E02006860,77000 ,89000 ,112000 
E02001132,118500 ,131000 ,149000 
E02001133,107238 ,130000 ,144875 
E02001134,152760 ,165000 ,190000 
E02001135,67000 ,88000 ,103000 
