MSOA code,low,mid,high
E02002559,114250 ,139000 ,164213 
E02002560,87750 ,101250 ,115000 
E02002561,93500 ,121250 ,147250 
E02002562,51250 ,68000 ,99498 
E02002563,92000 ,114000 ,130750 
E02002564,98500 ,117500 ,131000 
E02002565,58500 ,75000 ,95000 
E02002566,51000 ,63000 ,69000 
E02002567,65000 ,79000 ,91500 
E02002568,160500 ,183500 ,210000 
E02002569,155000 ,175000 ,207500 
E02002570,52500 ,59250 ,74125 
E02002571,83500 ,95000 ,112000 
E02002572,60500 ,69950 ,83500 
E02002573,110625 ,148500 ,169250 
E02002483,73500 ,90000 ,130000 
E02002484,58000 ,76000 ,95500 
E02002485,52488 ,70000 ,116250 
E02002487,31937 ,41750 ,58250 
E02002488,125000 ,151000 ,176000 
E02002489,35000 ,44500 ,83500 
E02002490,37000 ,57500 ,89500 
E02002491,72500 ,99000 ,118250 
E02002492,75000 ,87475 ,93500 
E02002493,102250 ,117475 ,141625 
E02002494,52000 ,56500 ,83125 
E02006909,113625 ,138750 ,150838 
E02002496,43750 ,51925 ,57363 
E02002497,28750 ,33500 ,39999 
E02002498,42500 ,49800 ,56625 
E02002499,58000 ,65000 ,80000 
E02002500,65375 ,72650 ,106000 
E02002501,74000 ,85000 ,87000 
E02002502,63625 ,74000 ,98000 
E02002503,65250 ,83500 ,96750 
E02002504,74000 ,91500 ,122250 
E02002505,63500 ,64000 ,64000 
E02002506,80700 ,85000 ,89000 
E02002507,106750 ,127000 ,147500 
E02002508,123750 ,135000 ,163375 
E02002509,71250 ,110000 ,123500 
E02002510,120000 ,131000 ,157500 
E02002512,142000 ,175000 ,221000 
E02002513,88500 ,105000 ,129000 
E02002514,119500 ,127750 ,145000 
E02006811,122938 ,150500 ,162500 
E02005706,94750 ,107748 ,120750 
E02005707,120000 ,155000 ,185000 
E02005708,111250 ,164500 ,194000 
E02005702,169975 ,230000 ,281250 
E02005703,120000 ,140000 ,168000 
E02005704,109500 ,121525 ,166250 
E02005705,187500 ,219000 ,271250 
E02005720,65000 ,112000 ,140000 
E02005734,63000 ,82000 ,91000 
E02005735,41124 ,50000 ,64625 
E02005721,87000 ,118750 ,138000 
E02005737,61000 ,73000 ,87725 
E02005736,62500 ,79750 ,110875 
E02005738,59000 ,93500 ,121250 
E02005722,134500 ,275000 ,370000 
E02005723,118250 ,124625 ,157625 
E02005739,75000 ,110000 ,134000 
E02005724,161875 ,210000 ,245000 
E02005727,105500 ,145000 ,183750 
E02005740,65000 ,76500 ,95500 
E02005741,100500 ,121500 ,155125 
E02005709,65000 ,77500 ,92488 
E02005710,58750 ,70500 ,90500 
E02005711,65000 ,79950 ,91000 
E02005712,113988 ,123500 ,134500 
E02005713,115000 ,127000 ,132000 
E02005714,167463 ,176500 ,203713 
E02005716,105500 ,124250 ,145750 
E02005715,80000 ,95500 ,112500 
E02005717,110588 ,131500 ,178088 
E02005718,124250 ,134000 ,156750 
E02005719,110000 ,135000 ,192500 
E02005725,197000 ,225000 ,308125 
E02005726,220000 ,340000 ,365000 
E02005730,135000 ,148860 ,195000 
E02005729,159000 ,192000 ,249375 
E02005728,88500 ,120000 ,167125 
E02005731,95000 ,125000 ,148000 
E02005732,191250 ,244750 ,342125 
E02005733,123000 ,162500 ,245000 
E02002515,55000 ,69950 ,75000 
E02002516,86500 ,122000 ,142000 
E02002517,59000 ,79250 ,95000 
E02002518,103750 ,125750 ,156238 
E02002519,105000 ,116764 ,129500 
E02002520,106750 ,129500 ,147125 
E02002521,123000 ,149950 ,187500 
E02002523,46313 ,49000 ,66250 
E02002524,52000 ,86000 ,136500 
E02002525,66500 ,91250 ,111250 
E02002526,65000 ,105000 ,120000 
E02002527,41588 ,54000 ,78750 
E02002529,86500 ,126000 ,147000 
E02002530,56500 ,105000 ,128000 
E02002532,65000 ,80000 ,93750 
E02002533,108500 ,135000 ,183750 
E02002534,132500 ,146000 ,159500 
E02006812,100000 ,125500 ,144500 
E02006910,61000 ,95000 ,135000 
E02002535,118750 ,127000 ,139250 
E02002536,80000 ,97475 ,126500 
E02002537,65500 ,70000 ,78750 
E02002538,90000 ,105000 ,115000 
E02002539,126500 ,155000 ,174900 
E02002540,140000 ,155500 ,199950 
E02002541,89250 ,111500 ,133500 
E02002542,72000 ,79250 ,93750 
E02002543,64500 ,70000 ,104988 
E02002544,68717 ,78500 ,88500 
E02002545,110000 ,125000 ,149000 
E02002546,42150 ,52500 ,80000 
E02002547,115000 ,128825 ,139500 
E02002548,39999 ,47500 ,73975 
E02002549,120000 ,130000 ,152250 
E02002550,71000 ,125000 ,169000 
E02002551,52375 ,58750 ,66250 
E02002552,89250 ,117500 ,122500 
E02002553,80750 ,100000 ,108938 
E02002554,68625 ,91000 ,112375 
E02002555,128000 ,143000 ,168500 
E02002556,114984 ,129500 ,166750 
E02002557,129750 ,145000 ,164496 
E02002558,135000 ,150000 ,209000 
E02001682,100000 ,140000 ,160540 
E02001683,94875 ,112500 ,149250 
E02001684,80500 ,98000 ,136250 
E02001685,84000 ,107500 ,132500 
E02001686,98250 ,127850 ,153250 
E02001688,80000 ,132000 ,149500 
E02001689,65000 ,75000 ,85000 
E02001690,107500 ,129000 ,170000 
E02001691,67000 ,82500 ,116000 
E02001692,82475 ,95000 ,105500 
E02001693,110000 ,112500 ,129500 
E02001694,90000 ,127000 ,135250 
E02001695,128488 ,138000 ,170000 
E02001696,82600 ,95000 ,130250 
E02001697,146500 ,165000 ,206500 
E02001698,163000 ,189975 ,220625 
E02001699,97250 ,110000 ,137500 
E02001700,107000 ,124950 ,150250 
E02001701,145000 ,165550 ,191488 
E02001702,88000 ,131250 ,170500 
E02001703,127250 ,174000 ,198750 
E02001704,92750 ,115500 ,133738 
E02001705,55000 ,72500 ,90000 
E02001706,85488 ,111000 ,143750 
E02001707,99750 ,132975 ,162250 
E02006841,76500 ,127500 ,203000 
E02006842,78625 ,111000 ,140750 
E02001708,128000 ,136865 ,165000 
E02001709,187000 ,218000 ,258750 
E02001710,101625 ,109500 ,130000 
E02001711,78750 ,95500 ,147250 
E02001712,162000 ,205000 ,245000 
E02001713,183000 ,213511 ,260000 
E02001714,120000 ,165000 ,245500 
E02001715,88000 ,118000 ,150000 
E02001718,100250 ,110000 ,125250 
E02001719,130000 ,140000 ,184500 
E02001720,176500 ,192500 ,252750 
E02001721,103500 ,115000 ,148125 
E02001722,98500 ,120000 ,148750 
E02001723,75875 ,89500 ,95750 
E02001724,175000 ,232000 ,311000 
E02001725,115000 ,122000 ,139975 
E02001726,100000 ,121000 ,145000 
E02001727,109750 ,135000 ,158500 
E02001728,74750 ,93500 ,137500 
E02001729,92500 ,117500 ,147500 
E02001730,123738 ,142500 ,187500 
E02001731,147475 ,160000 ,258500 
E02001732,64750 ,92500 ,134000 
E02001733,65500 ,82000 ,97500 
E02001734,81500 ,102500 ,134213 
E02001735,69475 ,71000 ,74000 
E02001736,65250 ,81000 ,97000 
E02001737,74875 ,77250 ,79625 
E02006893,120238 ,152500 ,175000 
E02001738,205000 ,250000 ,270000 
E02001739,87000 ,101000 ,143000 
E02001740,252488 ,263725 ,306875 
E02001741,128750 ,158500 ,175500 
E02001742,169488 ,191000 ,212500 
E02001743,117375 ,127500 ,171375 
E02001744,105000 ,165000 ,207500 
E02001745,82500 ,100000 ,129000 
E02001746,138000 ,165000 ,185000 
E02001747,196663 ,218500 ,242500 
E02001748,125000 ,149750 ,179950 
E02001749,105500 ,120000 ,156500 
E02001750,166225 ,208500 ,233750 
E02001751,115000 ,139500 ,161750 
E02001752,107475 ,125000 ,157500 
E02001753,144750 ,187500 ,257500 
E02001754,119975 ,142000 ,227300 
E02001755,131256 ,157750 ,187500 
E02001756,130625 ,153000 ,166125 
E02001757,135000 ,145000 ,165000 
E02001758,113750 ,123475 ,169363 
E02001759,106500 ,121175 ,161250 
E02001760,80500 ,105000 ,119500 
E02001761,88250 ,122000 ,158625 
E02001762,110875 ,145750 ,182750 
E02001763,85000 ,107500 ,128488 
E02001764,98750 ,133000 ,165863 
E02001765,74125 ,92475 ,105000 
E02001766,77500 ,115725 ,128750 
E02001767,111750 ,134750 ,144250 
E02001768,81250 ,115000 ,140000 
E02001769,65000 ,92000 ,114250 
E02001770,85000 ,132500 ,158722 
E02001771,146363 ,179475 ,208750 
E02001772,72250 ,105000 ,125000 
E02001773,140000 ,154000 ,176750 
E02001774,100000 ,105000 ,136250 
E02001775,92725 ,133000 ,147500 
E02001776,70875 ,92500 ,132949 
E02001777,69500 ,91750 ,133713 
E02001778,59249 ,71000 ,94963 
E02001779,78500 ,95000 ,104950 
E02001780,128000 ,153000 ,171500 
E02001781,72625 ,81500 ,88500 
E02001782,83125 ,111500 ,134250 
E02001783,80000 ,92000 ,118500 
E02001784,106000 ,130000 ,143000 
E02001785,111238 ,122750 ,139838 
E02001786,80000 ,92000 ,110000 
E02001787,104750 ,114500 ,151000 
E02001788,88000 ,98000 ,134925 
E02001789,200000 ,223000 ,257000 
E02001790,125625 ,147500 ,189088 
E02001791,138625 ,151500 ,163875 
E02001792,120988 ,149475 ,179500 
E02001793,66000 ,76000 ,83500 
E02001794,55000 ,70000 ,82750 
E02001795,61975 ,84000 ,103500 
E02001796,108000 ,125000 ,147250 
E02001797,109475 ,125000 ,157000 
E02001798,68000 ,83000 ,110000 
E02001799,68750 ,89250 ,107250 
E02001800,102500 ,115000 ,135000 
E02001801,56750 ,69000 ,86500 
E02001802,60000 ,71000 ,98250 
E02001803,62500 ,74000 ,83125 
E02001804,83000 ,90000 ,112000 
E02001805,87500 ,114750 ,155500 
E02001806,38175 ,61250 ,86750 
E02001807,71791 ,140500 ,159375 
E02001808,82500 ,95000 ,114000 
E02001809,105375 ,112500 ,135250 
E02001810,97000 ,119950 ,165000 
E02001811,71250 ,93500 ,154500 
E02001812,158750 ,172475 ,187500 
E02001813,63000 ,84500 ,90500 
E02001814,81500 ,111250 ,127488 
E02001815,89950 ,109100 ,185000 
E02001816,79000 ,95000 ,111500 
E02001817,75500 ,90000 ,113000 
E02001818,75000 ,88000 ,123750 
E02001819,118000 ,135000 ,165000 
E02001820,82500 ,134550 ,154250 
E02001821,105375 ,164500 ,181250 
E02001822,67500 ,92500 ,147000 
E02001823,47500 ,63000 ,83315 
E02001824,72000 ,80000 ,133950 
E02001825,47375 ,65250 ,121000 
E02001826,47250 ,59975 ,70000 
E02002615,82625 ,109975 ,139750 
E02002616,83500 ,102500 ,154250 
E02002617,65000 ,74000 ,84000 
E02002618,72250 ,81500 ,96500 
E02002619,70625 ,77250 ,87500 
E02002620,72000 ,86750 ,114000 
E02002621,74000 ,83000 ,90051 
E02002622,68250 ,73750 ,86750 
E02002623,52000 ,66250 ,75000 
E02002624,120000 ,136500 ,149750 
E02002625,76875 ,85750 ,123963 
E02002626,73500 ,85000 ,101750 
E02002627,83500 ,120000 ,152250 
E02002628,60000 ,73000 ,87000 
E02002629,52500 ,60000 ,77000 
E02002630,65000 ,75875 ,86250 
E02002631,75875 ,90000 ,124963 
E02002632,135625 ,169250 ,211450 
E02002633,106250 ,124000 ,131500 
E02002634,107000 ,115500 ,133500 
E02002635,115500 ,135000 ,175475 
E02002636,90500 ,105000 ,117500 
E02002637,88500 ,111300 ,126000 
E02002638,56925 ,61000 ,85750 
E02002639,73500 ,77500 ,81000 
E02002640,55000 ,62500 ,72000 
E02002641,78000 ,86000 ,109000 
E02002642,56125 ,61250 ,69875 
E02002643,63000 ,73000 ,99000 
E02002644,87750 ,101000 ,125500 
E02002645,57500 ,68000 ,84500 
E02002646,81000 ,102000 ,120750 
E02002647,62500 ,85000 ,95000 
E02002648,79000 ,95000 ,108500 
E02002649,84250 ,112475 ,136500 
E02002650,83750 ,103000 ,126000 
E02002651,98875 ,123500 ,141500 
E02003853,172500 ,220000 ,300000 
E02003854,237875 ,296750 ,335000 
E02003855,244750 ,275000 ,295000 
E02003856,180875 ,227500 ,281875 
E02003857,232000 ,258000 ,328000 
E02003858,258500 ,280000 ,327500 
E02003859,226000 ,258750 ,288125 
E02003860,305475 ,381500 ,425000 
E02003861,222750 ,260000 ,297500 
E02003863,288500 ,324000 ,395000 
E02003862,325000 ,345000 ,428500 
E02003864,287200 ,330000 ,406000 
E02003865,202975 ,230000 ,280000 
E02003866,149950 ,190000 ,250000 
E02003867,172000 ,187500 ,235000 
E02003868,126500 ,150000 ,205000 
E02003869,141250 ,163750 ,208750 
E02003870,124500 ,149975 ,177500 
E02003871,141500 ,167225 ,226250 
E02003872,188738 ,223000 ,252375 
E02003873,115000 ,130000 ,161688 
E02003811,249375 ,278750 ,334000 
E02003812,188125 ,222000 ,262250 
E02003813,129000 ,150000 ,182000 
E02003814,119125 ,138975 ,157125 
E02003815,104213 ,118500 ,141250 
E02003816,96000 ,125000 ,164000 
E02003817,150000 ,185000 ,212000 
E02003818,140000 ,163475 ,202250 
E02003819,157750 ,166500 ,197000 
E02003820,132000 ,157000 ,188000 
E02003821,149438 ,164500 ,186988 
E02003822,134500 ,165000 ,186000 
E02003825,112500 ,133000 ,147975 
E02003826,91875 ,112500 ,128500 
E02003827,79000 ,93000 ,114500 
E02003828,112500 ,120000 ,144250 
E02003829,124000 ,135000 ,148000 
E02003830,71750 ,95500 ,107300 
E02003823,131250 ,150000 ,167475 
E02003831,144500 ,160000 ,187000 
E02003824,145000 ,171500 ,197500 
E02003832,78125 ,88500 ,107250 
E02003833,120000 ,140000 ,150000 
E02003834,81875 ,110000 ,137875 
E02003835,169950 ,176000 ,204000 
E02003836,128750 ,156000 ,205000 
E02003838,152750 ,170000 ,188313 
E02003837,164500 ,179500 ,230000 
E02003839,135250 ,156750 ,206625 
E02003840,156250 ,235000 ,267750 
E02003841,128500 ,179950 ,208000 
E02003874,147500 ,182000 ,241500 
E02003875,223000 ,250000 ,311500 
E02003842,217250 ,257500 ,306250 
E02003843,124000 ,135000 ,160000 
E02003844,148625 ,179000 ,210000 
E02003845,75000 ,85000 ,93125 
E02003846,104750 ,111250 ,126250 
E02003847,146500 ,165000 ,195000 
E02003848,110000 ,125000 ,130000 
E02003849,103750 ,118000 ,131250 
E02003876,123125 ,139750 ,160750 
E02003850,129375 ,149750 ,167500 
E02003851,153125 ,171000 ,195998 
E02003877,175000 ,180000 ,210375 
E02003852,144500 ,161000 ,179500 
E02003878,136988 ,157250 ,190000 
E02003879,100000 ,113000 ,139950 
E02003880,116463 ,139000 ,168488 
E02003881,97950 ,105428 ,132000 
E02003882,115000 ,126000 ,140000 
E02003794,125750 ,139000 ,170000 
E02003883,169500 ,200000 ,242500 
E02003884,149963 ,167500 ,216250 
E02003795,168500 ,192000 ,208000 
E02003885,149375 ,194000 ,215375 
E02003796,171250 ,205000 ,231500 
E02003797,166500 ,214500 ,234250 
E02003798,115000 ,131000 ,148950 
E02003800,181250 ,216750 ,243750 
E02003799,118500 ,132725 ,152500 
E02003801,172750 ,178750 ,229000 
E02003802,140000 ,158000 ,211000 
E02003803,159125 ,178000 ,222500 
E02003886,133500 ,145000 ,152475 
E02003804,164000 ,190500 ,217750 
E02003887,102500 ,120000 ,129000 
E02003888,92250 ,103000 ,124375 
E02003805,203125 ,260000 ,320625 
E02003889,105250 ,119000 ,155000 
E02003806,166500 ,195000 ,270250 
E02003890,109000 ,120000 ,132250 
E02003807,180000 ,212500 ,260000 
E02003808,124288 ,144500 ,169375 
E02003891,175000 ,220000 ,260000 
E02003809,181250 ,209000 ,232000 
E02003810,164000 ,190000 ,245000 
E02002574,138713 ,157000 ,177250 
E02002575,125000 ,158000 ,206500 
E02002576,83000 ,103500 ,126500 
E02002577,85000 ,90000 ,110000 
E02002578,90000 ,120000 ,144000 
E02002579,83125 ,97250 ,116000 
E02002580,74375 ,85000 ,92500 
E02002581,126000 ,160000 ,175000 
E02002582,147500 ,162250 ,186875 
E02002583,82813 ,97000 ,147488 
E02002584,80000 ,109975 ,126125 
E02002585,71500 ,85000 ,106000 
E02002586,80000 ,88000 ,92000 
E02002587,85500 ,96250 ,122000 
E02002588,79000 ,85000 ,110500 
E02002589,127250 ,151500 ,167500 
E02002590,173375 ,192500 ,229500 
E02002591,218750 ,241500 ,256250 
E02002592,106500 ,153000 ,186500 
E02002593,125000 ,143000 ,174988 
E02002594,117625 ,124225 ,144500 
E02002595,95000 ,105000 ,115000 
E02002596,125750 ,141250 ,167000 
E02002597,111500 ,132000 ,155000 
E02002598,138625 ,185000 ,209000 
E02002599,131000 ,145000 ,182500 
E02002600,101535 ,111500 ,125500 
E02002601,150000 ,165000 ,188375 
E02002602,87750 ,111500 ,120750 
E02002603,135000 ,163750 ,185875 
E02002604,153750 ,165000 ,192000 
E02002605,118463 ,141000 ,153750 
E02002606,89625 ,97650 ,116500 
E02002607,96750 ,139775 ,160820 
E02002608,135500 ,145000 ,177500 
E02002609,106875 ,118000 ,135488 
E02002610,220000 ,252500 ,263125 
E02002611,225750 ,254850 ,266000 
E02002612,192500 ,215000 ,238000 
E02002613,264750 ,294975 ,312325 
E02002614,294000 ,330000 ,382450 
E02003965,79250 ,120000 ,148750 
E02003966,133000 ,137000 ,250000 
E02003967,74750 ,115000 ,151250 
E02003968,60875 ,94500 ,134375 
E02003969,62500 ,70000 ,80000 
E02003970,128163 ,170000 ,197500 
E02003971,142600 ,178000 ,202500 
E02003972,83750 ,97500 ,124250 
E02003973,56625 ,63750 ,75000 
E02003974,81000 ,98975 ,141750 
E02003975,123000 ,140000 ,176000 
E02003976,257500 ,292500 ,370250 
E02003977,77375 ,99750 ,138750 
E02003978,95250 ,125000 ,144600 
E02003979,160000 ,185000 ,210000 
E02003980,63250 ,76000 ,105250 
E02003981,90000 ,109500 ,125000 
E02003982,128125 ,145000 ,171500 
E02003983,65500 ,78000 ,112250 
E02003984,45000 ,55000 ,67000 
E02003985,87375 ,105000 ,118875 
E02003986,78500 ,93000 ,124500 
E02003987,108500 ,130000 ,160200 
E02003988,118500 ,156800 ,198750 
E02003989,115000 ,140000 ,170000 
E02003990,104500 ,130000 ,162500 
E02003991,125000 ,150000 ,170000 
E02003992,69000 ,90000 ,119750 
E02003993,125000 ,182500 ,230250 
E02003994,76875 ,87000 ,116375 
E02003995,91500 ,105500 ,120500 
E02003996,70750 ,85000 ,96000 
E02003997,81000 ,92000 ,103500 
E02003998,67000 ,105000 ,127000 
E02003999,137738 ,150000 ,168875 
E02004000,76000 ,105000 ,114600 
E02004001,78125 ,100250 ,127250 
E02004002,99000 ,113000 ,150000 
E02004003,76000 ,95250 ,125250 
E02004004,75000 ,89975 ,110000 
E02004005,83250 ,92500 ,132500 
E02004006,86750 ,105000 ,136250 
E02004007,55500 ,80000 ,118500 
E02004008,92000 ,130000 ,171250 
E02004009,150000 ,182500 ,205000 
E02004010,104250 ,122500 ,143250 
E02004011,155000 ,185000 ,220750 
E02004012,204875 ,287500 ,358750 
E02004013,127500 ,155000 ,180000 
E02004014,119375 ,138000 ,196250 
E02004015,251250 ,298500 ,350000 
E02004016,200000 ,258000 ,285000 
E02004017,145000 ,172000 ,199000 
E02004018,155750 ,173000 ,210500 
E02004019,170500 ,192000 ,230000 
E02004020,171000 ,188750 ,235875 
E02004021,188750 ,252475 ,320000 
E02004022,163500 ,180000 ,261000 
E02004023,187499 ,220000 ,244250 
E02004024,200000 ,260000 ,284000 
E02004025,161750 ,235000 ,256500 
E02004026,118250 ,141500 ,168750 
E02004027,175750 ,213800 ,284000 
E02004028,153000 ,177500 ,225000 
E02000984,161750 ,182000 ,210000 
E02000985,130000 ,160000 ,190000 
E02000986,107500 ,133750 ,146250 
E02000987,87713 ,103840 ,125000 
E02000988,73250 ,89475 ,115000 
E02000989,145000 ,173000 ,212500 
E02000990,95500 ,118500 ,147000 
E02000991,79638 ,88975 ,127875 
E02000992,114000 ,155000 ,176250 
E02000993,74500 ,87500 ,111000 
E02000994,59000 ,66000 ,74500 
E02000995,126000 ,139950 ,197000 
E02000996,105750 ,121000 ,127250 
E02000997,111375 ,141250 ,177750 
E02000998,65000 ,68500 ,78000 
E02000999,75000 ,86000 ,90000 
E02001000,64000 ,77000 ,94375 
E02001001,84500 ,90000 ,97500 
E02001002,90000 ,123500 ,143000 
E02001003,115000 ,171250 ,230500 
E02001004,65000 ,71000 ,85000 
E02001005,59750 ,77750 ,95000 
E02001006,71500 ,83500 ,90000 
E02001007,91750 ,115000 ,145000 
E02001008,65625 ,77500 ,95250 
E02001009,74000 ,101000 ,130000 
E02001010,69500 ,81000 ,93250 
E02001011,124000 ,167500 ,190000 
E02001012,90000 ,116000 ,130000 
E02001013,122500 ,140000 ,165000 
E02001014,98000 ,115000 ,152500 
E02001015,75000 ,93500 ,112500 
E02001016,92000 ,102500 ,118000 
E02001017,98750 ,122500 ,154125 
E02001018,103750 ,125000 ,142500 
E02001019,120975 ,136000 ,156250 
E02001020,141938 ,191350 ,210688 
E02001021,142750 ,159998 ,205000 
E02001022,115000 ,138000 ,167800 
E02001023,87000 ,145250 ,176000 
E02001024,124500 ,145000 ,168499 
E02001025,92936 ,104000 ,120625 
E02001026,68250 ,79000 ,92500 
E02001027,110250 ,115250 ,125750 
E02001028,183750 ,206500 ,230000 
E02001029,95000 ,107500 ,132525 
E02001030,138000 ,151000 ,195000 
E02001031,120125 ,136500 ,170000 
E02001032,89950 ,98000 ,132000 
E02001033,84000 ,95000 ,127000 
E02001034,88000 ,97000 ,123000 
E02001035,154000 ,170000 ,225000 
E02001036,98838 ,117725 ,131875 
E02001037,158250 ,171500 ,182750 
E02001038,125000 ,148000 ,180000 
E02001039,125625 ,145000 ,172325 
E02001040,177500 ,200050 ,215500 
E02001041,150000 ,173500 ,196000 
E02001042,170000 ,205000 ,240000 
E02001043,147250 ,185291 ,206788 
E02001044,180000 ,195000 ,245000 
E02001045,93125 ,105250 ,117750 
E02001046,87500 ,95000 ,115000 
E02001047,100000 ,120000 ,141500 
E02001048,109000 ,140000 ,162000 
E02001049,100000 ,120000 ,135000 
E02001050,70500 ,79000 ,94000 
E02001051,88713 ,101000 ,119000 
E02001052,86125 ,102000 ,120425 
E02001053,78000 ,90000 ,102000 
E02001055,90000 ,105000 ,120000 
E02001056,93000 ,111000 ,122498 
E02001057,125000 ,190000 ,216000 
E02001059,86000 ,108225 ,130000 
E02001061,83000 ,95500 ,125000 
E02001062,140000 ,158500 ,180750 
E02001063,153535 ,172500 ,210250 
E02001064,94250 ,117000 ,130750 
E02001065,78250 ,94500 ,116000 
E02001066,113000 ,122500 ,130000 
E02001067,84000 ,130000 ,139000 
E02001068,125000 ,145000 ,152000 
E02001069,123500 ,130000 ,155500 
E02001070,130000 ,134950 ,164450 
E02001071,90000 ,122250 ,143250 
E02001072,176875 ,195000 ,257000 
E02001073,250500 ,295000 ,332000 
E02001074,170000 ,178750 ,204375 
E02001075,132500 ,145000 ,156500 
E02001076,157000 ,175000 ,207500 
E02001077,270000 ,335000 ,362500 
E02001078,160000 ,170000 ,199950 
E02001079,189250 ,197500 ,217500 
E02001080,192500 ,215000 ,260000 
E02001081,272750 ,299500 ,323188 
E02001082,176500 ,214050 ,286250 
E02001083,225000 ,259500 ,323125 
E02001084,213000 ,230000 ,261000 
E02001085,165000 ,180000 ,200001 
E02001086,211288 ,259500 ,336750 
E02001087,283713 ,310000 ,361931 
E02001088,155750 ,171250 ,189988 
E02001089,225000 ,247000 ,268500 
E02001090,154000 ,185750 ,219746 
E02001091,162000 ,175000 ,185750 
E02001092,152000 ,167500 ,216500 
E02001093,135488 ,157000 ,176313 
E02001094,132000 ,143000 ,151000 
E02001095,139500 ,145000 ,157250 
E02001096,165000 ,180000 ,187000 
E02001097,125000 ,149250 ,163500 
E02006902,207500 ,233000 ,266250 
E02006912,250463 ,275000 ,320000 
E02006913,85000 ,91000 ,100000 
E02006914,187500 ,222000 ,253750 
E02006915,111500 ,115000 ,155500 
E02006916,185000 ,220000 ,255000 
E02006917,303750 ,322500 ,341250 
E02001098,115000 ,130000 ,170000 
E02001099,83000 ,104950 ,135588 
E02001100,105000 ,115000 ,162000 
E02001101,118975 ,132500 ,148500 
E02001102,99150 ,118000 ,134250 
E02001103,230250 ,270000 ,317500 
E02001104,90000 ,122500 ,160000 
E02001105,123875 ,140975 ,155250 
E02001106,97875 ,102000 ,137338 
E02001107,81250 ,113000 ,130000 
E02001108,68750 ,77500 ,93188 
E02001109,69000 ,79950 ,109000 
E02001110,147150 ,174975 ,203500 
E02001111,64375 ,76500 ,84750 
E02001112,118975 ,150000 ,179975 
E02001113,70000 ,75000 ,89950 
E02001114,88750 ,105000 ,133750 
E02001115,103000 ,125500 ,160000 
E02001116,57000 ,65000 ,80000 
E02001117,167000 ,187000 ,283000 
E02001118,112125 ,147000 ,188750 
E02001119,59000 ,67000 ,84000 
E02001121,57000 ,64000 ,82000 
E02001123,88000 ,95000 ,120000 
E02001124,69500 ,80000 ,94875 
E02001125,94750 ,113500 ,134250 
E02001126,66500 ,76500 ,95000 
E02001127,81000 ,105000 ,132500 
E02001128,87738 ,109518 ,132875 
E02001129,88488 ,98225 ,115238 
E02001130,111475 ,125000 ,158750 
E02001131,119375 ,131475 ,147750 
E02006860,65000 ,77000 ,100000 
E02001132,89975 ,115000 ,131750 
E02001133,112000 ,127000 ,154250 
E02001134,117000 ,129500 ,170500 
E02001135,73000 ,75000 ,92000 
